Row #,Year,Proj. Type,Organization Name,HMIS Org ID,Project Name,HMIS Proj ID,Geo Code,HMIS-Participating,Inventory Type,Target Pop.,Target Pop. A,Target Pop. B,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds,Veteran Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,Victim Service Provider,Additional Federal Funding?,Additional Federal Funding: HUD-VASH,Additional Federal Funding: SSVF,Additional Federal Funding: GPD,Additional Federal Funding: GPD-BH,Additional Federal Funding: GPD-LD,Additional Federal Funding: GPD-HH,Additional Federal Funding: GPD-CT,Additional Federal Funding: GPD-SITH,Additional Federal Funding: GPD-TP,Additional Federal Funding: HCHV,Additional Federal Funding: HCHV-CRS,Additional Federal Funding: HCHV-SH,Additional Federal Funding: CWT/TR,Additional Federal Funding: BCP,Additional Federal Funding: TLP,Additional Federal Funding: MGH,Additional Federal Funding: HOPWA,Additional Federal Funding: HOPWA-HMV,Additional Federal Funding: HOPWA-PH,Additional Federal Funding: HOPWA-STSF,Additional Federal Funding: HOPWA-TH,Additional Federal Funding: HOPWA-CV,Additional Federal Funding: PIH,Additional Federal Funding: HOME,Additional Federal Funding: HOME ARP,Additional Federal Funding: PIH-EHV,Additional Federal Funding: Other,Housing Type,McKinney- Vento,McKinney- Vento: Esg,McKinney- Vento: EsgEs,McKinney- Vento: EsgRrh,McKinney- Vento: Esg-CV,McKinney- Vento: Coc,McKinney- Vento: CocSh,McKinney- Vento: CocTh,McKinney- Vento: CocPsh,McKinney- Vento: CocRrh,McKinney- Vento: CocSro,McKinney- Vento: CocThRrh,McKinney- Vento: SpC,McKinney- Vento: S8,McKinney- Vento: SHP,McKinney- Vento: YHDP,McKinney- Vento: YHDP Renewals,Year-Round Beds,PIT Count,Total Beds,Utilization Rate,Last Update On
679237,2023,TH,Interfaith Community Services (ICS),8,ICS - TH - Tikkun(6028),29,61230,Yes,C,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6,5,6,0.83,4/25/23 18:25
679238,2023,TH,Interfaith Community Services (ICS),8,ICS - TH - Vets Transitional (Oceanside-363)(6162),31,62532,Yes,C,NA,,,,,,0,35,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35,30,35,0.86,4/25/23 18:25
679351,2023,OPH,Interfaith Community Services (ICS),8,SDHC RAD - PHwS - The Stella at Twain - ICS,379,63210,Yes,C,NA,,,,,,0,0,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,57,62,0.92,4/25/23 18:25
679211,2023,ES,Interfaith Shelter Network (ISN),44,ISN - ES - City of Chula Vista ESG and CDBG,1023,63210,Yes,C,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Tenant-based – scattered site,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,15,10,15,0.67,4/25/23 18:25
679138,2023,ES,Interfaith Shelter Network (ISN),44,ISN - ES - Clairemont/Kearny,328,63210,Yes,C,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,1,12,0.08,4/25/23 21:13
679136,2023,ES,Interfaith Shelter Network (ISN),44,ISN - ES - East County (7030),195,61116,Yes,C,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,4,12,0.33,4/26/23 15:33
679135,2023,ES,Interfaith Shelter Network (ISN),44,ISN - ES - ISN North County Coastal (ARS) (1928),135,63210,Yes,C,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,7,12,0.58,4/25/23 21:15
679137,2023,ES,Interfaith Shelter Network (ISN),44,ISN - ES - SD Beaches (5938),261,63210,Yes,C,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,8,12,0.67,4/26/23 15:33
679505,2023,PSH,Jamboree,165,Jamboree - PSH - San Ysidro,1110,63210,Yes,U,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,39,8,39,1,4/26/23 23:13
679436,2023,PSH,Mental Health Systems Inc. (MHS),42,MHS - PSH - Housing Plus Merged CoC,742,61230,Yes,C,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,28,22,28,0.79,4/28/23 16:56
679344,2023,PSH,Mental Health Systems Inc. (MHS),42,MHS - PSH - Next Step,370,62532,Yes,C,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,20,4,20,0.2,4/28/23 16:56
679502,2023,PSH,Mental Health Systems Inc. (MHS),42,MHS - PSH - POFA Action East (6919),1055,61116,Yes,C,NA,,,,,,0,0,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7,3,7,0.43,4/25/23 18:25
679268,2023,SH,Mental Health Systems Inc. (MHS),42,MHS - SH - North County Safe Haven(5872),131,61230,Yes,C,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,12,5,12,0.42,4/28/23 16:57
679378,2023,OPH,Mental Health Systems Inc. (MHS),42,SDHC - PHwS - Hotel Churchill - MHS,550,63210,Yes,C,NA,,,,,,0,0,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,8,8,8,1,4/25/23 18:25
679384,2023,OPH,Mental Health Systems Inc. (MHS),42,SDHC - PHwS - Parker Kier - MHS,557,63210,Yes,C,NA,,,,,,0,0,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,11,9,11,0.82,4/25/23 18:25
679329,2023,PSH,Mental Health Systems Inc. (MHS),42,SDHC - PSH - 100 SBS SMI - MHS (6798),319,63210,Yes,C,NA,,,,,,0,0,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41,14,41,0.34,4/28/23 17:53
679328,2023,PSH,Mental Health Systems Inc. (MHS),42,SDHC - PSH - 100 SBS SUD - MHS(6797),318,63210,Yes,C,NA,,,,,,0,0,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,51,33,51,0.65,4/28/23 17:54
679331,2023,PSH,Mental Health Systems Inc. (MHS),42,SDHC - PSH - Center Star ACT - MHS(6805),320,63210,Yes,C,NA,,,,,,0,0,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,7,50,0.14,4/27/23 22:01
679332,2023,PSH,Mental Health Systems Inc. (MHS),42,SDHC - PSH - City Star ACT - MHS (6945),321,63210,Yes,C,NA,,,,,,0,0,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,63,28,63,0.44,4/26/23 21:54
679315,2023,PSH,Mental Health Systems Inc. (MHS),42,SDHC - PSH - Housing Plus IV Merged - MHS (6336),297,63210,Yes,C,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,34,32,34,0.94,4/28/23 17:55
679333,2023,PSH,Mental Health Systems Inc. (MHS),42,SDHC - PSH - SBV VIP1 - MHS (6339),322,63210,Yes,C,NA,,,,,,0,0,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,25,10,25,0.4,4/28/23 17:54
679334,2023,PSH,Mental Health Systems Inc. (MHS),42,SDHC - PSH - SBV2 - MHS (6401),323,63210,Yes,C,NA,,,,,,0,0,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40,40,40,1,4/28/23 17:54
679325,2023,TH,Mental Health Systems Inc. (MHS),42,SDHC - TH - Serial Inebriate Program - MHS (6568),315,63210,Yes,C,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,56,51,56,0.91,4/28/23 18:09
679392,2023,OPH,Mental Health Systems Inc. (MHS),42,SDHC RAD - PHwS - Beacon Apartments - MHS,567,63210,Yes,C,NA,,,,,,0,0,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,12,11,12,0.92,4/25/23 18:25
679420,2023,PSH,MHS SRA ICS,128,MHS - PSH - Housing Plus I - SRA,693,61230,Yes,C,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,12,11,12,0.92,4/25/23 18:25
679421,2023,PSH,MHS SRA ICS,128,MHS - PSH - Sponsor-Based - ICS,694,61230,Yes,C,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,33,29,33,0.88,4/25/23 18:25
679223,2023,ES,NAMI San Diego,102,HSSD - ES - The Alliance - NAMI,1171,63210,Yes,C,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,28,8,28,0.29,4/28/23 17:56
679495,2023,OPH,National City Housing Authority (NCHA),154,NCHA - PH - National City Emergency Housing Vouchers,1026,62412,Yes,C,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,32,11,32,0.34,4/28/23 16:57
679414,2023,TH,NON-HMIS City of Oceanside,121,WRC - TH - Oceanside (5837),674,62532,No,C,DV,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,71,57,71,0.8,4/25/23 20:14
679176,2023,ES,NON-HMIS Community Resource Center,122,CRC - ES - Carol's ES,677,61212,No,C,DV,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,11,11,11,1,4/25/23 20:12
685418,2023,RRH,NON-HMIS Community Resource Center,122,CRC - RRH - DV Bonus,675,61212,No,C,DV,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,48,48,48,1,4/27/23 21:48
679415,2023,TH,NON-HMIS Community Resource Center,122,CRC - TH - Carol's TH,676,61212,No,C,DV,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,8,8,8,1,4/25/23 20:20
685375,2023,RRH,NON-HMIS Crisis House,123,Crisis House - Joint-RRH - New Journey (7068),680,63408,No,C,DV,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,37,37,37,1,4/28/23 19:08
679416,2023,TH,NON-HMIS Crisis House,123,Crisis House - Joint-TH - New Journey (7069),681,63408,No,C,DV,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,20,18,20,0.9,4/28/23 17:00
685377,2023,RRH,NON-HMIS Crisis House,123,Crisis House - PH-RRH - Journey Home (6776+6712),682,63408,No,C,DV,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,55,55,55,1,4/28/23 19:08
685378,2023,RRH,NON-HMIS Crisis House,123,Crisis House - PH-RRH - Safe Journey (6737),683,63408,No,C,DV,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,2,2,2,1,4/28/23 19:08
685380,2023,RRH,"NON-HMIS Home Start, Inc.",124,HSI - RRH - XH Rapid Rehousing,684,63210,No,C,DV,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,4,4,1,4/25/23 22:48
679418,2023,TH,"NON-HMIS Home Start, Inc.",124,HSI- TH - XH Transitional Housing,688,63210,No,C,DV,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,30,10,30,0.33,4/25/23 20:23
679419,2023,TH,NON-HMIS Interfaith Shelter Network,126,ISN - TH - El Nido Transitional Living Program (TLC) (5341),691,63210,No,C,DV,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,31,31,31,1,4/25/23 20:16
679513,2023,TH,NON-HMIS North County Lifeline,182,NCLL - TH - LifeSpring - TYH/TYP+,1189,62532,No,C,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20,20,20,1,4/25/23 20:21
688822,2023,ES,NON-HMIS San Diego Rescue Mission,129,SDRM - ES - Non-HMIS Inclement Weather,1194,63210,Yes,C,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,3,3,1,4/25/23 23:33
688834,2023,ES,NON-HMIS SDHC,127,SDHC - ES - Living Waters Inclement Shelter,1195,63210,No,C,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,35,35,1,4/25/23 23:39
679423,2023,OPH,NON-HMIS SDHC,127,SDHC - PH - Guardian Scholars,695,63210,No,C,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,100,87,100,0.87,4/26/23 21:23
679518,2023,OPH,NON-HMIS SDHC,127,SDHC - PHwS - Southwest Village,1193,63210,No,U,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,16,8,16,1,4/26/23 21:18
679517,2023,PSH,NON-HMIS SDHC,127,SDHC - PSH - El Cerrito,1192,63210,No,U,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40,8,40,1,4/26/23 21:17
679515,2023,PSH,NON-HMIS SDHC,127,SDHC - PSH - Nestor Senior Village,1190,63210,No,U,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,73,8,73,1,4/26/23 21:18
679516,2023,PSH,NON-HMIS SDHC,127,SDHC - PSH - Tranquility at The Post 310,1191,63210,No,U,NA,,,,,,0,20,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20,8,20,1,4/26/23 21:16
679180,2023,ES,NON-HMIS South Bay Community Services,130,SBCS - ES - Casas Seguras,702,60720,No,C,DV,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,3,3,1,4/28/23 17:01
679205,2023,ES,NON-HMIS South Bay Community Services,130,SBCS - ES - Homeless Services Shelter,890,60720,No,C,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,13,13,13,1,4/25/23 20:18
679203,2023,ES,NON-HMIS South Bay Community Services,130,SBCS - ES - Homeless Youth Emergency Shelter and Services - YE,889,60720,No,C,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,4,4,1,4/26/23 15:47
685384,2023,RRH,NON-HMIS South Bay Community Services,130,SBCS - Joint-RRH - Casa de Luz (7072),704,60720,No,C,DV,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,44,44,44,1,4/25/23 22:00
679424,2023,TH,NON-HMIS South Bay Community Services,130,SBCS - Joint-TH - Casa de Luz (7071),705,60720,No,C,DV,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,65,47,65,0.72,4/28/23 17:01
685386,2023,RRH,NON-HMIS South Bay Community Services,130,SBCS - RRH - Chula Vista TBRA,1074,60720,No,C,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41,41,41,1,4/25/23 22:01
685385,2023,RRH,NON-HMIS South Bay Community Services,130,SBCS - RRH - National City TBRA,1073,62412,No,C,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20,20,20,1,4/25/23 22:01
679468,2023,TH,NON-HMIS South Bay Community Services,130,SBCS - TH - Former Foster Youth Transitional Housing,888,60720,No,C,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40,30,40,0.75,4/25/23 20:23
679175,2023,ES,NON-HMIS WRC,120,WRC - ES - Emergency (1849),673,62532,No,C,DV,,,,,,0,0,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,33,13,33,0.39,4/25/23 20:14
679426,2023,TH,NON-HMIS YMCA,137,SDHC - TH - Turning Point - YMCA(4441),721,63210,No,C,NA,,,,,,0,0,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,24,22,24,0.92,4/25/23 23:00
679503,2023,TH,NON-HMIS YMCA,137,YMCA - TH - TAY BRIDGE,1075,62532,No,C,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,3,4,0.75,4/28/23 18:00
679428,2023,TH,NON-HMIS YMCA,137,YMCA - TH - THP Plus,723,62532,No,C,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,31,31,31,1,4/28/23 18:00
679470,2023,TH,NON-HMIS YMCA,137,YMCA - TH - TYH,891,62532,No,C,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,10,7,10,0.7,4/28/23 18:00
679153,2023,ES,Operation HOPE-North County,35,OHNC - ES - ARS North County (6107),121,63924,Yes,C,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,31,45,0.69,4/26/23 16:02
679307,2023,PSH,Pathfinders of San Diego,78,SDHC - PSH - SPC University Delta Merged - Pathfinders (5918),290,63210,Yes,C,NA,,,,,,0,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,17,14,17,0.82,4/25/23 18:25
679341,2023,PSH,Pathways Community Services,84,Pathways - PSH - Catalyst SBS,342,63210,Yes,C,NA,,,,,,0,0,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20,12,20,0.6,4/25/23 18:25
679379,2023,OPH,Pathways Community Services,84,SDHC - PHwS - Hotel Churchill - Pathways,552,63210,Yes,C,NA,,,,,,0,0,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,8,8,8,1,4/25/23 18:25
679389,2023,OPH,Pathways Community Services,84,SDHC - PHwS - Quality Inn - Pathways,562,63210,Yes,C,NA,,,,,,0,0,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,12,12,12,1,4/25/23 18:25
679393,2023,OPH,Pathways Community Services,84,SDHC RAD - PHwS - Beacon Apartments - Pathways,568,63210,Yes,C,NA,,,,,,0,0,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,8,8,8,1,4/25/23 18:25
